Resp;Desc Resp;VP;Gerencia;Proc;Desc Proc;Item;Desc Item;Classif;CC; Jan-26 ; Feb-26 ; Mar-26 ; Apr-26 ; May-26 ; Jun-26 ; Jul-26 ; Aug-26 ; Sep-26 ; Oct-26 ; Nov-26 ; Dec-26 ; FY26 ; FY27 ; FY28 ; FY29 ; FY30 
1000;Presidencia Ejecutiva                   ;CEO;CEO;1001;Dpto. Direccion Compañia                ;6593;Promocion Pucobre                       ;Expenses;100010016593; 267.852,00 ; 298.758,00 ; 267.903,00 ; 281.112,00 ; 289.068,00 ; 275.578,50 ; 297.024,00 ; 257.550,00 ; 252.399,00 ; 309.060,00 ; 315.588,00 ; 283.305,00 ; 3.414.450,00 ; 267.852,00 ; 298.758,00 ; 267.903,00 ; 4.033.269,17 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;3101;Remuneraciones Supervision              ;Labor;101210113101; 49.537,78 ; 40.998,77 ; 42.463,01 ; 53.222,94 ; 46.079,60 ; 46.706,70 ; 43.424,34 ; 41.449,27 ; 46.139,25 ; 49.091,63 ; 40.455,27 ; 44.116,87 ; 534.763,13 ; 49.537,78 ; 40.998,77 ; 42.463,01 ; 644.919,92 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5111;Pasajes Nacionales                      ;Expenses;101210115111; 2.695,68 ; 2.717,28 ; 2.472,00 ; 2.937,60 ; 2.795,52 ; 2.424,00 ; 2.815,20 ; 2.941,68 ; 2.690,64 ; 2.399,76 ; 2.520,96 ; 2.496,72 ; 32.497,92 ; 2.695,68 ; 2.717,28 ; 2.472,00 ; 32.792,33 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;101210115112; 1.470,84 ; 1.297,92 ; 1.483,20 ; 1.248,48 ; 1.223,04 ; 1.418,04 ; 1.199,52 ; 1.285,20 ; 1.199,52 ; 1.383,12 ; 1.285,44 ; 1.397,76 ; 16.086,72 ; 1.470,84 ; 1.297,92 ; 1.483,20 ; 18.635,20 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5113;Gastos Representacion Nacionales        ;Expenses;101210115113; 154,34 ; 160,16 ; 158,51 ; 166,85 ; 151,42 ; 142,81 ; 141,32 ; 149,97 ; 157,08 ; 167,08 ; 154,29 ; 154,13 ; 1.867,39 ; 154,34 ; 160,16 ; 158,51 ; 2.097,99 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5121;Pasajes Internacionales                 ;Expenses;101210115121; -   ; -   ; -   ; -   ; 9.292,92 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 9.292,92 ;                               -   ;                            -   ;                            -   ; 10.059,47 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5122;Hoteles Estadia Alimentacion Extranjero ;Expenses;101210115122; -   ; -   ; -   ; -   ; 3.151,80 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3.182,40 ;                               -   ;                            -   ;                            -   ; 3.524,55 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5123;Gastos Representacion Extranjero        ;Expenses;101210115123; -   ; -   ; -   ; -   ; 1.622,40 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.575,60 ;                               -   ;                            -   ;                            -   ; 2.001,36 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5201;Arriendo Vehiculos                      ;Expenses;101210115201; 3.770,27 ; 3.482,71 ; 3.486,51 ; 3.882,26 ; 3.674,42 ; 3.882,26 ; 3.717,76 ; 3.291,00 ; 3.807,60 ; 3.619,06 ; 3.195,15 ; 3.844,93 ; 42.974,74 ; 3.770,27 ; 3.482,71 ; 3.486,51 ; 48.324,45 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5203;Combustibles                            ;Expenses;101210115203; 991,44 ; 1.045,35 ; 964,08 ; 936,36 ; 936,00 ; 936,27 ; 981,72 ; 1.001,16 ; 945,36 ; 1.008,99 ; 1.038,24 ; 899,91 ; 11.676,96 ; 991,44 ; 1.045,35 ; 964,08 ; 14.093,94 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5301;Materiales y Utiles de Escritorio       ;Expenses;101210115301; 223,97 ; 248,93 ; 260,53 ; 228,56 ; 242,25 ; 237,68 ; 248,93 ; 277,29 ; 249,33 ; 251,66 ; 248,93 ; 269,67 ; 2.953,18 ; 223,97 ; 248,93 ; 260,53 ; 3.119,15 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5302;Suscripciones Varias (Fisicas y Electron;Expenses;101210115302; 98,17 ; 109,51 ; 109,08 ; 108,32 ; 108,46 ; 93,63 ; 95,45 ; 103,90 ; 89,08 ; 99,99 ; 94,55 ; 100,15 ; 1.206,25 ; 98,17 ; 109,51 ; 109,08 ; 1.360,54 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;101210115411; 549,95 ; 594,66 ; 674,96 ; 652,08 ; 640,15 ; 667,59 ; 566,61 ; 629,20 ; 656,37 ; 600,60 ; 629,20 ; 577,72 ; 7.443,81 ; 549,95 ; 594,66 ; 674,96 ; 1.645,33 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5501;Honorarios Consultores Nacionales       ;Expenses;101210115501; 46.788,25 ; 49.903,50 ; 51.153,00 ; 45.929,75 ; 42.066,50 ; 48.590,25 ; 51.586,50 ; 51.586,50 ; 46.384,50 ; 52.530,00 ; 48.152,50 ; 42.916,50 ; 588.302,00 ; 46.788,25 ; 49.903,50 ; 51.153,00 ; 613.786,20 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5503;Otros Gastos Consultores                ;Expenses;101210115503; 410,97 ; 414,66 ; 430,36 ; 379,95 ; 410,97 ; 469,77 ; 383,94 ; 414,66 ; 453,62 ; 391,47 ; 442,36 ; 438,45 ; 4.987,42 ; 410,97 ; 414,66 ; 430,36 ; 5.094,62 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5602;Hoteles Estadia Alimentacion            ;Expenses;101210115602; 1.056,35 ; 1.256,69 ; 1.015,32 ; 1.246,13 ; 1.230,69 ; 1.056,45 ; 1.129,56 ; 1.087,52 ; 1.170,38 ; 1.138,39 ; 1.242,88 ; 1.161,65 ; 13.619,69 ; 1.056,35 ; 1.256,69 ; 1.015,32 ; 14.528,67 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5603;Otros Gastos Reuniones                  ;Expenses;101210115603; 549,92 ; 526,17 ; 452,59 ; 470,79 ; 452,59 ; 484,28 ; 535,41 ; 521,96 ; 538,59 ; 461,65 ; 517,30 ; 507,71 ; 5.992,26 ; 549,92 ; 526,17 ; 452,59 ; 6.780,47 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6115;Correo Courier                          ;Expenses;101210116115; 461,76 ; 465,92 ; 476,72 ; 408,04 ; 428,48 ; 477,92 ; 444,72 ; 453,20 ; 416,16 ; 444,40 ; 440,84 ; 474,24 ; 5.361,12 ; 461,76 ; 465,92 ; 476,72 ; 6.069,96 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6148;Gastos Cafeteria                        ;Expenses;101210116148; 1.465,02 ; 1.539,18 ; 1.257,00 ; 1.466,03 ; 1.359,61 ; 1.500,70 ; 1.411,93 ; 1.543,50 ; 1.269,83 ; 1.489,65 ; 1.398,09 ; 1.541,47 ; 17.267,04 ; 1.465,02 ; 1.539,18 ; 1.257,00 ; 17.867,37 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6314;Relaciones Internas y Publicas          ;Expenses;101210116314; 37.875,00 ; 39.780,00 ; 43.935,00 ; 46.020,00 ; 44.850,00 ; 42.075,00 ; 45.900,00 ; 45.450,00 ; 44.850,00 ; 41.730,00 ; 39.390,00 ; 41.692,50 ; 504.873,75 ; 37.875,00 ; 39.780,00 ; 43.935,00 ; 81.301,61 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6322;Mantencion Equipos y Elementos Medio Amb;Expenses;101210116322; 2.670,25 ; 2.431,83 ; 2.361,68 ; 2.408,45 ; 2.431,15 ; 2.735,81 ; 2.338,30 ; 2.739,02 ; 2.527,20 ; 2.431,83 ; 2.291,54 ; 2.694,09 ; 30.374,08 ; 2.670,25 ; 2.431,83 ; 2.361,68 ; 34.263,75 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6323;Contrato Recoleccion y Disposicion Resid;Expenses;101210116323; 544.028,08 ; 508.794,00 ; 514.081,58 ; 539.531,17 ; 509.090,50 ; 508.794,00 ; 519.171,50 ; 554.010,25 ; 544.769,33 ; 489.126,17 ; 544.769,33 ; 605.700,08 ; 6.465.281,33 ; 544.028,08 ; 508.794,00 ; 514.081,58 ; 12.150.606,34 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6332;Estudios Compensacion Bofedales         ;Expenses;101210116332; 7.639,80 ; 8.579,90 ; 8.075,20 ; 8.068,20 ; 7.137,90 ; 7.996,80 ; 7.564,90 ; 7.210,00 ; 8.291,50 ; 7.354,20 ; 8.496,60 ; 8.353,80 ; 95.316,20 ; 7.639,80 ; 8.579,90 ; 8.075,20 ; 94.439,62 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6334;Otros Estudios                          ;Expenses;101210116334; 9.533,33 ; 11.440,00 ; 9.163,00 ; 9.073,17 ; 9.906,42 ; 11.249,33 ; 11.033,00 ; 10.008,17 ; 9.628,67 ; 9.438,00 ; 10.102,58 ; 10.486,67 ; 119.867,00 ; 9.533,33 ; 11.440,00 ; 9.163,00 ; 138.159,60 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;3101;Remuneraciones Supervision              ;Labor;101310113101; 176.506,21 ; 121.951,06 ; 129.369,59 ; 180.429,45 ; 131.554,63 ; 139.787,54 ; 174.018,74 ; 145.728,16 ; 122.738,03 ; 155.886,76 ; 134.478,80 ; 182.852,40 ; 1.764.940,58 ; 176.506,21 ; 121.951,06 ; 129.369,59 ; 2.034.463,55 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5111;Pasajes Nacionales                      ;Expenses;101310115111; 1.419,84 ; 1.285,44 ; 1.224,00 ; 1.395,36 ; 1.409,04 ; 1.409,04 ; 1.371,96 ; 1.272,96 ; 1.430,16 ; 1.272,96 ; 1.260,72 ; 1.297,80 ; 15.985,44 ; 1.419,84 ; 1.285,44 ; 1.224,00 ; 17.825,40 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;101310115112; 375,36 ; 369,15 ; 332,80 ; 385,63 ; 336,19 ; 362,30 ; 372,74 ; 368,45 ; 372,10 ; 388,42 ; 372,10 ; 342,72 ; 4.317,95 ; 375,36 ; 369,15 ; 332,80 ; 4.289,90 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5121;Pasajes Internacionales                 ;Expenses;101310115121; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 9.032,10 ; -   ; -   ; -   ; -   ; 9.209,20 ;                               -   ;                            -   ;                            -   ; 10.345,14 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5122;Hoteles Estadia Alimentacion Extranjero ;Expenses;101310115122; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4.534,40 ; -   ; -   ; -   ; -   ; 4.490,80 ;                               -   ;                            -   ;                            -   ; 4.832,89 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5201;Arriendo Vehiculos                      ;Expenses;101310115201; 6.708,37 ; 6.245,72 ; 6.072,23 ; 6.967,17 ; 6.490,78 ; 6.073,94 ; 6.774,78 ; 6.708,37 ; 6.371,69 ; 6.419,21 ; 5.725,24 ; 6.307,56 ; 78.365,80 ; 6.708,37 ; 6.245,72 ; 6.072,23 ; 74.940,28 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5203;Combustibles                            ;Expenses;101310115203; 2.474,50 ; 2.990,00 ; 2.954,25 ; 3.009,00 ; 3.042,00 ; 2.828,00 ; 2.729,50 ; 2.550,00 ; 3.042,00 ; 2.474,50 ; 2.474,50 ; 3.094,00 ; 33.532,50 ; 2.474,50 ; 2.990,00 ; 2.954,25 ; 35.887,35 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5301;Materiales y Utiles de Escritorio       ;Expenses;101310115301; -   ; -   ; 597,40 ; -   ; -   ; -   ; -   ; -   ; 592,25 ; -   ; -   ; -   ; 1.189,65 ;                               -   ;                            -   ; 597,40 ; 1.316,23 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5302;Suscripciones Varias (Fisicas y Electron;Expenses;101310115302; -   ; -   ; 1.030,00 ; -   ; -   ; -   ; -   ; -   ; 1.216,80 ; -   ; -   ; -   ; 2.191,70 ;                               -   ;                            -   ; 1.030,00 ; 2.343,18 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;101310115411; 647,96 ; 647,71 ; 679,23 ; 610,69 ; 723,58 ; 660,54 ; 635,61 ; 722,01 ; 629,38 ; 755,04 ; 747,78 ; 654,13 ; 8.229,94 ; 647,96 ; 647,71 ; 679,23 ; 7.736,68 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5501;Honorarios Consultores Nacionales       ;Expenses;101310115501; 4.590,00 ; 4.923,75 ; 5.050,00 ; 4.677,92 ; 4.463,33 ; 5.150,00 ; 4.335,00 ; 4.545,00 ; 5.150,00 ; 4.593,33 ; 4.420,42 ; 4.983,33 ; 56.055,00 ; 4.590,00 ; 4.923,75 ; 5.050,00 ; 57.989,91 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5503;Otros Gastos Consultores                ;Expenses;101310115503; 305,91 ; 303,00 ; 327,60 ; 367,20 ; 299,97 ; 299,88 ; 312,09 ; 312,12 ; 371,28 ; 327,42 ; 342,72 ; 345,78 ; 3.863,25 ; 305,91 ; 303,00 ; 327,60 ; 3.944,36 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6148;Gastos Cafeteria                        ;Expenses;101310116148; 420,16 ; 436,72 ; 461,76 ; 478,40 ; 432,60 ; 412,08 ; 452,48 ; 403,92 ; 489,60 ; 499,20 ; 395,92 ; 465,56 ; 5.260,08 ; 420,16 ; 436,72 ; 461,76 ; 6.032,55 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6314;Relaciones Internas y Publicas          ;Expenses;101310116314; -   ; -   ; -   ; 8.435,70 ; -   ; -   ; -   ; 6.999,30 ; -   ; -   ; -   ; 7.847,70 ; 23.118,90 ;                               -   ;                            -   ;                            -   ; 24.985,24 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6321;Materiales Medio Ambiente               ;Expenses;101310116321; -   ; -   ; 2.575,50 ; -   ; -   ; -   ; 2.499,00 ; -   ; -   ; -   ; -   ; -   ; 5.124,25 ;                               -   ;                            -   ; 2.575,50 ; 6.221,75 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6322;Mantencion Equipos y Elementos Medio Amb;Expenses;101310116322; 45.480,24 ; 46.322,47 ; 47.440,04 ; 45.059,13 ; 49.270,26 ; 46.257,68 ; 42.127,53 ; 49.270,26 ; 49.691,37 ; 42.127,53 ; 43.779,59 ; 41.690,22 ; 537.381,11 ; 45.480,24 ; 46.322,47 ; 47.440,04 ; 450.274,49 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6328;Contrato Muestras Monitoreo             ;Expenses;101310116328; 250.448,64 ; 224.540,16 ; 213.869,52 ; 232.927,20 ; 246.130,56 ; 224.540,16 ; 249.514,44 ; 241.812,48 ; 241.397,28 ; 209.551,44 ; 248.040,48 ; 207.579,24 ; 2.767.598,64 ; 250.448,64 ; 224.540,16 ; 213.869,52 ; 3.353.608,31 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6331;Estudios Compensacion Queñoas           ;Expenses;101310116331; 79.001,00 ; 69.628,00 ; 74.919,00 ; 76.245,00 ; 70.304,00 ; 68.958,50 ; 78.331,50 ; 66.924,00 ; 69.589,00 ; 75.582,00 ; 74.360,00 ; 74.841,00 ; 864.610,50 ; 79.001,00 ; 69.628,00 ; 74.919,00 ; 1.006.986,13 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6332;Estudios Compensacion Bofedales         ;Expenses;101310116332; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;                               -   ;                            -   ;                            -   ; 429.255,09 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;3101;Remuneraciones Supervision              ;Labor;101410113101; 53.812,44 ; 42.817,25 ; 47.581,25 ; 65.780,97 ; 45.726,59 ; 52.875,54 ; 52.886,53 ; 45.735,30 ; 44.847,23 ; 57.162,92 ; 48.582,56 ; 55.892,14 ; 604.884,92 ; 53.812,44 ; 42.817,25 ; 47.581,25 ; 697.821,84 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5111;Pasajes Nacionales                      ;Expenses;101410115111; 1.384,32 ; 1.497,60 ; 1.395,36 ; 1.321,92 ; 1.458,48 ; 1.333,20 ; 1.285,20 ; 1.460,16 ; 1.310,40 ; 1.248,48 ; 1.483,20 ; 1.371,96 ; 16.748,16 ; 1.384,32 ; 1.497,60 ; 1.395,36 ; 17.943,33 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;101410115112; 832,32 ; 889,44 ; 913,04 ; 980,56 ; 856,96 ; 990,08 ; 832,24 ; 973,44 ; 816,08 ; 823,68 ; 990,08 ; 807,84 ; 10.720,24 ; 832,32 ; 889,44 ; 913,04 ; 10.205,91 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5121;Pasajes Internacionales                 ;Expenses;101410115121; -   ; -   ; -   ; -   ; -   ; -   ; 9.037,74 ; -   ; -   ; -   ; -   ; -   ; 9.125,48 ;                               -   ;                            -   ;                            -   ; 9.814,62 
