Resp;Desc Resp;VP;Gerencia;Proc;Desc Proc;Item;Desc Item;Classif;CC; Jan-24 ; Feb-24 ; Mar-24 ; Apr-24 ; May-24 ; Jun-24 ; Jul-24 ; Aug-24 ; Sep-24 ; Oct-24 ; Nov-24 ; Dec-24 ; FY24 ; FY25 ; FY26 ; FY27 ; FY28 
1000;Presidencia Ejecutiva                   ;CEO;CEO;1001;Dpto. Direccion Compañia                ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;100010015411; 110 ; 110 ; 110 ; 110 ; 110 ; 110 ; 110 ; 110 ; 110 ; 110 ; 110 ; 110 ; 1.320 ; 1.321 ; 1.325 ; 1.342 ; 225 
1000;Presidencia Ejecutiva                   ;CEO;CEO;1001;Dpto. Direccion Compañia                ;5501;Honorarios Consultores Nacionales       ;Expenses;100010015501; 16.667 ; 16.667 ; 16.667 ; 16.667 ; 16.667 ; 16.667 ; 16.667 ; 16.667 ; 16.667 ; 16.667 ; 16.667 ; 16.667 ; 200.000 ; 200.194 ; 200.685 ; 203.359 ; 204.875 
1000;Presidencia Ejecutiva                   ;CEO;CEO;1001;Dpto. Direccion Compañia                ;5502;Honorarios Consultores Extranjeros      ;Expenses;100010015502; 8.333 ; 8.333 ; 8.333 ; 8.333 ; 8.333 ; 8.333 ; 8.333 ; 8.333 ; 8.333 ; 8.333 ; 8.333 ; 8.333 ; 100.000 ; 101.100 ; 102.515 ; 104.053 ; 105.614 
1000;Presidencia Ejecutiva                   ;CEO;CEO;1001;Dpto. Direccion Compañia                ;5503;Otros Gastos Consultores                ;Expenses;100010015503; 4.000 ; 4.000 ; 4.000 ; 4.000 ; 4.000 ; 4.000 ; 4.000 ; 4.000 ; 4.000 ; 4.000 ; 4.000 ; 4.000 ; 48.000 ; 48.240 ; 49.230 ; 50.475 ; 51.050 
1000;Presidencia Ejecutiva                   ;CEO;CEO;1001;Dpto. Direccion Compañia                ;5603;Otros Gastos Reuniones                  ;Expenses;100010015603; 292 ; 292 ; 292 ; 292 ; 292 ; 292 ; 292 ; 292 ; 292 ; 292 ; 292 ; 292 ; 3.500 ; 3.517 ; 3.590 ; 3.681 ; 3.722 
1000;Presidencia Ejecutiva                   ;CEO;CEO;1001;Dpto. Direccion Compañia                ;6114;Gastos Generales Oficinas               ;Expenses;100010016114; 483 ; 483 ; 483 ; 483 ; 483 ; 483 ; 483 ; 483 ; 483 ; 483 ; 483 ; 483 ; 5.800 ; 5.829 ; 5.949 ; 6.099 ; 6.169 
1000;Presidencia Ejecutiva                   ;CEO;CEO;1001;Dpto. Direccion Compañia                ;6148;Gastos Cafeteria                        ;Expenses;100010016148; 2.000 ; 2.000 ; 2.000 ; 2.000 ; 2.000 ; 2.000 ; 2.000 ; 2.000 ; 2.000 ; 2.000 ; 2.000 ; 2.000 ; 24.000 ; 24.120 ; 24.615 ; 25.238 ; 25.525 
1000;Presidencia Ejecutiva                   ;CEO;CEO;1001;Dpto. Direccion Compañia                ;6591;Gastos Especiales CEO                   ;Expenses;100010016591; 125.000 ; 125.000 ; 125.000 ; 125.000 ; 125.000 ; 125.000 ; 125.000 ; 125.000 ; 125.000 ; 125.000 ; 125.000 ; 125.000 ; 1.500.000 ; 1.504.464 ; 1.511.658 ; 1.532.311 ; 1.546.093 
1000;Presidencia Ejecutiva                   ;CEO;CEO;1001;Dpto. Direccion Compañia                ;6593;Promocion Pucobre                       ;Expenses;100010016593; 255.000 ; 255.000 ; 255.000 ; 255.000 ; 255.000 ; 255.000 ; 255.000 ; 255.000 ; 255.000 ; 255.000 ; 255.000 ; 255.000 ; 3.060.000 ; 3.093.660 ; 3.136.971 ; 3.184.026 ; 3.231.786 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;3101;Remuneraciones Supervision              ;Labor;101210113101; 40.758 ; 35.888 ; 35.888 ; 43.740 ; 37.281 ; 39.092 ; 42.151 ; 37.281 ; 37.281 ; 42.636 ; 37.766 ; 42.832 ; 472.596 ; 487.052 ; 507.006 ; 523.404 ; 544.466 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5111;Pasajes Nacionales                      ;Expenses;101210115111; 2.400 ; 2.400 ; 2.400 ; 2.400 ; 2.400 ; 2.400 ; 2.400 ; 2.400 ; 2.400 ; 2.400 ; 2.400 ; 2.400 ; 28.800 ; 28.942 ; 29.538 ; 30.285 ; 30.630 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;101210115112; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 14.400 ; 14.472 ; 14.769 ; 15.143 ; 15.315 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5113;Gastos Representacion Nacionales        ;Expenses;101210115113; 140 ; 140 ; 140 ; 140 ; 140 ; 140 ; 140 ; 140 ; 140 ; 140 ; 140 ; 140 ; 1.680 ; 1.688 ; 1.723 ; 1.767 ; 1.787 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5121;Pasajes Internacionales                 ;Expenses;101210115121; -   ; -   ; -   ; -   ; 8.050 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 8.050 ; 8.139 ; 8.252 ; 8.376 ; 8.502 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5122;Hoteles Estadia Alimentacion Extranjero ;Expenses;101210115122; -   ; -   ; -   ; -   ; 3.000 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3.000 ; 3.033 ; 3.075 ; 3.122 ; 3.168 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5123;Gastos Representacion Extranjero        ;Expenses;101210115123; -   ; -   ; -   ; -   ; 1.500 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.500 ; 1.523 ; 1.572 ; 1.614 ; 1.645 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5201;Arriendo Vehiculos                      ;Expenses;101210115201; 3.164 ; 3.164 ; 3.164 ; 3.164 ; 3.164 ; 3.164 ; 3.164 ; 3.164 ; 3.164 ; 3.164 ; 3.164 ; 3.164 ; 37.962 ; 38.145 ; 38.625 ; 39.366 ; 39.813 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5203;Combustibles                            ;Expenses;101210115203; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 10.800 ; 10.897 ; 11.173 ; 11.463 ; 11.629 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5301;Materiales y Utiles de Escritorio       ;Expenses;101210115301; 224 ; 224 ; 224 ; 224 ; 224 ; 224 ; 224 ; 224 ; 224 ; 224 ; 224 ; 224 ; 2.689 ; 2.702 ; 2.758 ; 2.827 ; 2.860 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5302;Suscripciones Varias (Fisicas y Electron;Expenses;101210115302; 90 ; 90 ; 90 ; 90 ; 90 ; 90 ; 90 ; 90 ; 90 ; 90 ; 90 ; 90 ; 1.080 ; 1.085 ; 1.108 ; 1.136 ; 1.149 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;101210115411; 550 ; 550 ; 550 ; 550 ; 550 ; 550 ; 550 ; 550 ; 550 ; 550 ; 550 ; 550 ; 6.600 ; 1.321 ; 1.325 ; 1.342 ; 1.352 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5501;Honorarios Consultores Nacionales       ;Expenses;101210115501; 42.500 ; 42.500 ; 42.500 ; 42.500 ; 42.500 ; 42.500 ; 42.500 ; 42.500 ; 42.500 ; 42.500 ; 42.500 ; 42.500 ; 510.000 ; 545.072 ; 540.187 ; 546.478 ; 546.462 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5503;Otros Gastos Consultores                ;Expenses;101210115503; 376 ; 376 ; 376 ; 376 ; 376 ; 376 ; 376 ; 376 ; 376 ; 376 ; 376 ; 376 ; 4.517 ; 4.540 ; 4.633 ; 4.750 ; 4.804 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5602;Hoteles Estadia Alimentacion            ;Expenses;101210115602; 1.015 ; 1.015 ; 1.015 ; 1.015 ; 1.015 ; 1.015 ; 1.015 ; 1.015 ; 1.015 ; 1.015 ; 1.015 ; 1.015 ; 12.185 ; 12.246 ; 12.497 ; 12.814 ; 12.959 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5603;Otros Gastos Reuniones                  ;Expenses;101210115603; 448 ; 448 ; 448 ; 448 ; 448 ; 448 ; 448 ; 448 ; 448 ; 448 ; 448 ; 448 ; 5.377 ; 5.404 ; 5.515 ; 5.655 ; 5.719 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6115;Correo Courier                          ;Expenses;101210116115; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 4.800 ; 4.834 ; 4.944 ; 5.071 ; 5.137 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6148;Gastos Cafeteria                        ;Expenses;101210116148; 1.270 ; 1.270 ; 1.270 ; 1.270 ; 1.270 ; 1.270 ; 1.270 ; 1.270 ; 1.270 ; 1.270 ; 1.270 ; 1.270 ; 15.239 ; 15.316 ; 15.630 ; 16.025 ; 16.208 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6314;Relaciones Internas y Publicas          ;Expenses;101210116314; 37.500 ; 37.500 ; 37.500 ; 37.500 ; 37.500 ; 37.500 ; 37.500 ; 37.500 ; 37.500 ; 37.500 ; 37.500 ; 37.500 ; 450.000 ; 71.929 ; 72.908 ; 74.678 ; 75.196 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6322;Mantencion Equipos y Elementos Medio Amb;Expenses;101210116322; 2.292 ; 2.292 ; 2.292 ; 2.292 ; 2.292 ; 2.292 ; 2.292 ; 2.292 ; 2.292 ; 2.292 ; 2.292 ; 2.292 ; 27.509 ; 27.702 ; 28.337 ; 29.063 ; 29.439 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6323;Contrato Recoleccion y Disposicion Resid;Expenses;101210116323; 494.167 ; 494.167 ; 494.167 ; 494.167 ; 494.167 ; 494.167 ; 494.167 ; 494.167 ; 494.167 ; 494.167 ; 494.167 ; 494.167 ; 5.930.000 ; 6.969.964 ; 7.911.168 ; 9.129.905 ; 10.439.562 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6332;Estudios Compensacion Bofedales         ;Expenses;101210116332; 7.000 ; 7.000 ; 7.000 ; 7.000 ; 7.000 ; 7.000 ; 7.000 ; 7.000 ; 7.000 ; 7.000 ; 7.000 ; 7.000 ; 84.000 ; 84.589 ; 86.526 ; 88.745 ; 89.891 
1012;Gerente Medio Ambiente                 ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6334;Otros Estudios                          ;Expenses;101210116334; 9.167 ; 9.167 ; 9.167 ; 9.167 ; 9.167 ; 9.167 ; 9.167 ; 9.167 ; 9.167 ; 9.167 ; 9.167 ; 9.167 ; 110.000 ; 119.882 ; 121.513 ; 124.464 ; 125.326 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;3101;Remuneraciones Supervision              ;Labor;101310113101; 144.004 ; 119.654 ; 119.654 ; 156.297 ; 124.003 ; 133.055 ; 148.354 ; 124.003 ; 124.003 ; 149.891 ; 125.540 ; 150.868 ; 1.619.326 ; 1.665.282 ; 1.716.143 ; 1.771.074 ; 1.829.883 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5111;Pasajes Nacionales                      ;Expenses;101310115111; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 14.400 ; 14.472 ; 14.769 ; 15.143 ; 15.315 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;101310115112; 320 ; 320 ; 320 ; 320 ; 320 ; 320 ; 320 ; 320 ; 320 ; 320 ; 320 ; 320 ; 3.840 ; 3.859 ; 3.938 ; 4.038 ; 4.084 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5121;Pasajes Internacionales                 ;Expenses;101310115121; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 8.050 ; -   ; -   ; -   ; -   ; 8.050 ; 8.139 ; 8.252 ; 8.376 ; 8.502 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5122;Hoteles Estadia Alimentacion Extranjero ;Expenses;101310115122; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4.000 ; -   ; -   ; -   ; -   ; 4.000 ; 4.044 ; 4.101 ; 4.162 ; 4.225 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5201;Arriendo Vehiculos                      ;Expenses;101310115201; 5.726 ; 5.726 ; 5.726 ; 5.726 ; 5.726 ; 5.726 ; 5.726 ; 5.726 ; 5.726 ; 5.726 ; 5.726 ; 5.726 ; 68.710 ; 69.029 ; 69.894 ; 71.237 ; 72.058 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5203;Combustibles                            ;Expenses;101310115203; 2.500 ; 2.500 ; 2.500 ; 2.500 ; 2.500 ; 2.500 ; 2.500 ; 2.500 ; 2.500 ; 2.500 ; 2.500 ; 2.500 ; 30.000 ; 30.271 ; 31.036 ; 31.842 ; 32.302 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5301;Materiales y Utiles de Escritorio       ;Expenses;101310115301; -   ; -   ; 500 ; -   ; -   ; -   ; -   ; -   ; 500 ; -   ; -   ; -   ; 1.000 ; 1.005 ; 1.026 ; 1.052 ; 1.064 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5302;Suscripciones Varias (Fisicas y Electron;Expenses;101310115302; -   ; -   ; 1.000 ; -   ; -   ; -   ; -   ; -   ; 1.000 ; -   ; -   ; -   ; 2.000 ; 2.010 ; 2.051 ; 2.103 ; 2.127 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;101310115411; 605 ; 605 ; 605 ; 605 ; 605 ; 605 ; 605 ; 605 ; 605 ; 605 ; 605 ; 605 ; 7.260 ; 7.267 ; 7.285 ; 7.382 ; 7.437 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5501;Honorarios Consultores Nacionales       ;Expenses;101310115501; 4.167 ; 4.167 ; 4.167 ; 4.167 ; 4.167 ; 4.167 ; 4.167 ; 4.167 ; 4.167 ; 4.167 ; 4.167 ; 4.167 ; 50.000 ; 50.049 ; 50.171 ; 50.840 ; 51.219 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5503;Otros Gastos Consultores                ;Expenses;101310115503; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 3.600 ; 3.618 ; 3.692 ; 3.786 ; 3.829 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6148;Gastos Cafeteria                        ;Expenses;101310116148; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 400 ; 4.800 ; 4.824 ; 4.923 ; 5.048 ; 5.105 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6314;Relaciones Internas y Publicas          ;Expenses;101310116314; -   ; -   ; -   ; 7.000 ; -   ; -   ; -   ; 7.000 ; -   ; -   ; -   ; 7.000 ; 21.000 ; 21.147 ; 21.632 ; 22.186 ; 22.473 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6321;Materiales Medio Ambiente               ;Expenses;101310116321; -   ; -   ; 2.500 ; -   ; -   ; -   ; 2.500 ; -   ; -   ; -   ; -   ; -   ; 5.000 ; 5.035 ; 5.150 ; 5.282 ; 5.351 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6322;Mantencion Equipos y Elementos Medio Amb;Expenses;101310116322; 40.492 ; 40.492 ; 40.492 ; 40.492 ; 40.492 ; 40.492 ; 40.492 ; 40.492 ; 40.492 ; 40.492 ; 40.492 ; 40.492 ; 485.900 ; 376.730 ; 381.856 ; 391.128 ; 393.838 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6328;Contrato Muestras Monitoreo             ;Expenses;101310116328; 207.600 ; 207.600 ; 207.600 ; 207.600 ; 207.600 ; 207.600 ; 207.600 ; 207.600 ; 207.600 ; 207.600 ; 207.600 ; 207.600 ; 2.491.200 ; 2.665.286 ; 2.701.545 ; 2.767.148 ; 2.786.315 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6331;Estudios Compensacion Queñoas           ;Expenses;101310116331; 65.000 ; 65.000 ; 65.000 ; 65.000 ; 65.000 ; 65.000 ; 65.000 ; 65.000 ; 65.000 ; 65.000 ; 65.000 ; 65.000 ; 780.000 ; 785.470 ; 803.460 ; 824.056 ; 834.703 
1013;Ste. Medio Ambiente                     ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6332;Estudios Compensacion Bofedales         ;Expenses;101310116332; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 379.632 ; 384.796 ; 394.140 ; 396.870 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;3101;Remuneraciones Supervision              ;Labor;101410113101; 49.279 ; 41.974 ; 41.974 ; 53.221 ; 43.533 ; 46.248 ; 50.838 ; 43.533 ; 43.533 ; 51.387 ; 44.082 ; 51.680 ; 561.279 ; 570.525 ; 589.305 ; 605.066 ; 639.734 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5111;Pasajes Nacionales                      ;Expenses;101410115111; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 1.200 ; 14.400 ; 14.472 ; 14.769 ; 15.143 ; 15.315 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;101410115112; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 9.600 ; 9.648 ; 9.846 ; 10.095 ; 10.210 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5121;Pasajes Internacionales                 ;Expenses;101410115121; -   ; -   ; -   ; -   ; -   ; -   ; 8.050 ; -   ; -   ; -   ; -   ; -   ; 8.050 ; 8.139 ; 8.252 ; 8.376 ; 8.502 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5122;Hoteles Estadia Alimentacion Extranjero ;Expenses;101410115122; -   ; -   ; -   ; -   ; -   ; -   ; 3.000 ; -   ; -   ; -   ; -   ; -   ; 3.000 ; 3.033 ; 3.075 ; 3.122 ; 3.168 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5123;Gastos Representacion Extranjero        ;Expenses;101410115123; -   ; -   ; -   ; -   ; -   ; -   ; 1.400 ; -   ; -   ; -   ; -   ; -   ; 1.400 ; 1.421 ; 1.467 ; 1.507 ; 1.535 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5201;Arriendo Vehiculos                      ;Expenses;101410115201; 3.965 ; 3.965 ; 3.965 ; 3.965 ; 3.965 ; 3.965 ; 3.965 ; 3.965 ; 3.965 ; 3.965 ; 3.965 ; 3.965 ; 47.582 ; 47.753 ; 48.735 ; 49.972 ; 50.533 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5203;Combustibles                            ;Expenses;101410115203; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 900 ; 10.800 ; 10.897 ; 11.173 ; 11.463 ; 11.629 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5301;Materiales y Utiles de Escritorio       ;Expenses;101410115301; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 3.600 ; 3.618 ; 3.692 ; 3.786 ; 3.829 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5302;Suscripciones Varias (Fisicas y Electron;Expenses;101410115302; 100 ; 100 ; 100 ; 100 ; 100 ; 100 ; 100 ; 100 ; 100 ; 100 ; 100 ; 100 ; 1.200 ; 1.206 ; 1.231 ; 1.262 ; 1.276 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;101410115411; 927 ; 927 ; 927 ; 927 ; 927 ; 927 ; 927 ; 927 ; 927 ; 927 ; 927 ; 927 ; 11.128 ; 11.223 ; 11.454 ; 11.744 ; 11.877 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;5503;Otros Gastos Consultores                ;Expenses;101410115503; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 800 ; 9.600 ; 9.648 ; 9.846 ; 10.095 ; 10.210 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6148;Gastos Cafeteria                        ;Expenses;101410116148; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 300 ; 3.600 ; 3.618 ; 3.692 ; 3.786 ; 3.829 
